SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302130	656	Fayette County	03774	6001	130213003774	Open Campus High School Program	450 Grady Ave			Fayetteville	GA	30214		7704603550	450 Grady Ave			Fayetteville	GA	30214		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:51:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302190	657	Floyd County	02719	6598	130219002719	Transistional Academy	4454 Alabama Highway			Rome	GA	30165		7063781265	4454 Alabama Highway			Rome	GA	30165		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:32	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302190	657	Floyd County	03792	6001	130219003792	Floyd County Schools College and Career Academy	100 Vocational Dr SW			Rome	GA	30161		7062361860	100 Vocational Dr SW			Rome	GA	30161		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:30	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302220	658	Forsyth County	04009	6002	130222004009	Gateway Academy	136 Elm St			Cumming	GA	30040		7707812299	136 Elm St			Cumming	GA	30040		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:14	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302280	660	Fulton County	02888	6414	130228002888	North Metro Psychoeducational Program	86 School Dr Suite A			Alpharetta	GA	30009		7706672921	86 School Dr Suite A			Alpharetta	GA	30009		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:06	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302280	660	Fulton County	02889	6422	130228002889	South Metro Psychoeducational Program	4025 Flat Shoals Rd			Union City	GA	30291		7706968142	4025 Flat Shoals Rd			Union City	GA	30291		000	N	Reportable Program	5	No	N	N	N	No	2	Closed	2	Closed	2	07MAY2015:15:37:54	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302280	660	Fulton County	04122	6005	130228004122	Ombudsman North	1575 Old Alabama Road #12A			Roswell	GA	30076		6786823530	1575 Old Alabama Road #12A			Roswell	GA	30076		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:38:47	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302280	660	Fulton County	04130	6004	130228004130	Ombudsman South	6781 Londonberry Way			Union City	GA	30291		7707036178	6781 Londonberry Way			Union City	GA	30291		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:24	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302280	660	Fulton County	04177	6006	130228004177	South Fulton GNETS	7501 Hall Rd			Fairburn	GA	30213		7707743620	7501 Hall Rd			Fairburn	GA	30213		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:53:25	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302310	776	Gainesville City	01047	6001	130231001047	Gainesville Learning Academy	715 Woodsmill Rd			Gainesville	GA	30501		7702878751	715 Woodsmill Rd			Gainesville	GA	30501		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:49:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302400	663	Glynn County	02566	6196	130240002566	Faces-PreK	1900 Lee Street			Brunswick	GA	31520		9122674229	1900 Lee St			Brunswick	GA	31520		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302400	663	Glynn County	03773	6006	130240003773	Leaps and Bounds	1900 Lee St			Brunswick	GA	31520		9122674130	1900 Lee St			Brunswick	GA	31520		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:12	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302400	663	Glynn County	03862	6008	130240003862	Golden Isles Career Academy	4404 Glynco Pkwy			Brunswick	GA	31525		9122674100	4404 Glynco Pkwy			Brunswick	GA	31525		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302460	665	Grady County	02724	6595	130246002724	CrossRoads Alternative	575 6th Ave SE			Cairo	GA	39828		2293781222	575 6th Ave SE			Cairo	GA	39828		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:18	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302490	666	Greene County	03968	6001	130249003968	Greene County Pre-K	103 E Third St			Greensboro	GA	30642		7064539999	103 E Third St			Greensboro	GA	30642		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:19	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302520	726	Spalding County	02776	6003	130252002776	Taylor Street Achievement Center	200 A Z Kelsey Ave			Griffin	GA	30223		7702294365	200 A Z Kelsey Ave			Griffin	GA	30223		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:56	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302520	726	Spalding County	02978	6426	130252002978	Mainstay	200 A Z Kelsey Ave			Griffin	GA	30223		7702293760	200 A Z Kelsey Ave			Griffin	GA	30223		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302550	667	Gwinnett County	02646	6396	130255002646	Hooper Renwick Center	56 Neal Blvd			Lawrenceville	GA	30045		7706824290	56 Neal Blvd			Lawrenceville	GA	30045		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:44:13	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302550	667	Gwinnett County	02726	6001	130255002726	Maxwell High School of Technology	990 McElvaney Ln			Lawrenceville	GA	30044		7709636838	990 McElvaney Ln			Lawrenceville	GA	30044		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:39:27	Yes	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	State Board of Education	Charter-SBE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302580	668	Habersham County	02727	6501	130258002727	Chattachoochee Community Center	171 Raider Circle			Mount Airy	GA	30563		7068943056	171 Raider Cir			Mount Airy	GA	30563		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:38:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302610	669	Hall County	03405	6505	130261003405	Alternative Learning Center	2723 Tumbling Creek Road			Gainesville	GA	30507		7705312330	2723 Tumbling Creek Rd			Gainesville	GA	30504		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:50:33	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302640	670	Hancock County	02728	6501	130264002728	Hancock County CrossRoads Program	11311 Ga Highway 15			Sparta	GA	31087		7064447418	11311 Ga Highway 15			Sparta	GA	31087		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:05	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302700	672	Harris County	02730	6596	130270002730	Educational Opportunity Center CrossRoads Alternative Schoo	757 Carver Circle			Hamilton	GA	31811		7066287452	132 Barnes Mill Rd			Hamilton	GA	31811		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:39:39	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302700	672	Harris County	03728	6001	130270003728	Performance Learning Center	132 Barnes Mill Rd			Hamilton	GA	31811		7066287452	132 Barnes Mill Rd			Hamilton	GA	31811		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:38:09	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302880	676	Houston County	04126	6008	130288004126	Edge Academy Program	304 Elberta Rd			Warner Robins	GA	31093		4789297801	304 Elberta Rd			Warner Robins	GA	31093		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:31	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302940	678	Jackson County	03899	6003	130294003899	Jackson County Comprehensive-Credit Recovery Program	1668 Winder Hwy			Jefferson	GA	30549		7063675003	1668 Winder Hwy			Jefferson	GA	30549		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:11	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1302940	678	Jackson County	03936	6002	130294003936	East Jackson Comprehensive-Credit Recovery Program	1435 Hoods Mill Rd			Commerce	GA	30529		7063368900	1435 Hoods Mill Rd			Commerce	GA	30529		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303000	680	Jeff Davis County	03983	6002	130300003983	Jeff Davis Pre-K	96 W Jefferson St			Hazlehurst	GA	31539		9123755048	96 W Jefferson St			Hazlehurst	GA	31539		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:52:37	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303000	680	Jeff Davis County	04153	6003	130300004153	Jeff Davis Choices Academy Program	96 W Jefferson St			Hazlehurst	GA	31539		9123755048	96 W Jefferson St			Hazlehurst	GA	31539		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:52:37	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303090	682	Jenkins County	02736	6595	130309002736	Alternative School	433 Barney Avenue			Millen	GA	30442		4789826023	433 Barney Ave			Millen	GA	30442		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:05	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303150	684	Jones County	02577	6001	130315002577	Jones County Pre K	125 Stewart Ave			Gray	GA	31032		4789865384	139 Gordon St			Gray	GA	31032		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:49:42	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303150	684	Jones County	02738	6596	130315002738	Jones County Alternative School Program	110 Maggie Califf St			Gray	GA	31032		4789863046	110 Maggie Califf St			Gray	GA	31032		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303270	688	Lee County	02741	6595	130327002741	Transitional Learning Center Alternative Program	190 Smithville Rd.			Leesburg	GA	31763		2299033920	190 Smithville Rd.			Leesburg	GA	31763		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:33	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303300	689	Liberty County	02580	6196	130330002580	PreK Center	206 Bradwell St			Hinesville	GA	31313		9128760773	206 Bradwell St			Hinesville	GA	31313		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:36	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303300	689	Liberty County	03759	6003	130330003759	Ombudsman Liberty Central Learning Center	212 School House Rd			Hinesville	GA	31313		9123684006	212 School House Rd			Hinesville	GA	31313		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:53:36	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303390	692	Lowndes County	02941	6413	130339002941	Horizon Academy	1500 Lankford Dr			Valdosta	GA	31601		2293335227	1500 Lankford Dr			Valdosta	GA	31601		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303390	692	Lowndes County	03807	6001	130339003807	Lowndes Alternative Program	1500 Lankford Dr			Valdosta	GA	31601		2292452271	1500 Lankford Dr			Valdosta	GA	31601		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:23	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303450	694	Macon County	02745	6596	130345002745	D. F. Douglass Alternative Center	425 Washington Street			Montezuma	GA	31063		4784726644	425 Washington St			Montezuma	GA	31063		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:24	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303480	695	Madison County	02746	6595	130348002746	Alternative School	600 Madison St			Danielsville	GA	30633		7067953683	600 Madison St			Danielsville	GA	30633		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:25	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303510	781	Marietta City	02806	6595	130351002806	Woods-Wilkins Alternative Center PLC	350 Lemon St NE			Marietta	GA	30060		7704293188	350 Lemon St NE			Marietta	GA	30060		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:49:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303570	697	McDuffie County	03860	6003	130357003860	McDuffie Achievement Center	614 Martin Luther King St			Thomson	GA	30824		7069864000	614 Martin Luther King St			Thomson	GA	30824		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:30	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303660	700	Miller County	02749	6501	130366002749	Miller County Alternative School Program	96 Perry St			Colquitt	GA	39837		2297585592	96 Perry St			Colquitt	GA	39837		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303660	700	Miller County	04114	6417	130366004114	Oak Tree Psychoeducational Program	601 North Monroe Street			Albany	GA	31701		9124304330	601 N Monroe St			Albany	GA	31701		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:30	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303720	702	Monroe County	02751	6501	130372002751	Monroe County Alternative Center	25-A Brooklyn Avenue			Forsyth	GA	31029		4789947072	25 Brooklyn Ave Ste A			Forsyth	GA	31029		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:40:32	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303780	704	Morgan County	02752	6595	130378002752	Morgan County CrossRoads	1551 Bethany Road			Madison	GA	30650		7063425041	1551 Bethany Rd			Madison	GA	30650		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:55:21	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303840	705	Murray County	04103	6005	130384004103	Murray County Schools Pre-K Center	1004 Green Rd			Chatsworth	GA	30705		7065175699	1004 Green Rd			Chatsworth	GA	30705		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:26	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	02584	6101	130387002584	Thirtieth Avenue Pre-School Center	151 - 30th Avenue			Columbus	GA	31903		7066838863	151 30th Ave			Columbus	GA	31903		000	N	Reportable Program	5	No	N	N	N	No	2	Closed	2	Closed	2	07MAY2015:15:38:19	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	A
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	02586	6595	130387002586	St. Elmo Center For Gifted Education	2101 18th Avenue			Columbus	GA	31901		7067483115	2101 18th Ave			Columbus	GA	31901		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:34	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	02756	6592	130387002756	Academic and Career Success Center	1112 29th St			Columbus	GA	31904		7067482399	1112 29th St			Columbus	GA	31904		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:24	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	02954	6424	130387002954	Woodall Psychoeducational Center	4312 Harrison Ave			Columbus	GA	31904		7067483166	4312 Harrison Ave			Columbus	GA	31904		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:54:35	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	04132	6006	130387004132	A.I.M. Program	3835 Forrest Rd			Columbus	GA	31907		7065653048	3835 Forrest Rd			Columbus	GA	31907		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:41:34	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303870	706	Muscogee County	04165	6508	130387004165	Anne Elizabeth Shepherd Program	751 Double Churches Rd			Columbus	GA	31904		7063228984	751 Double Churches Rd			Columbus	GA	31904		000	N	Reportable Program	5	No	N	N	N	No	2	New	3	New	3	07MAY2015:15:54:35	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1303990	709	Oglethorpe County	02762	6595	130399002762	CrossRoads	749 Athens Road			Lexington	GA	30648		7067438124	735 Athens Rd			Lexington	GA	30648		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:35	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	13	GA	GEORGIA	Georgia Department of Education	1304020	710	Paulding County	03977	6008	130402003977	New Hope Education Program	4555 Dallas Acworth Hwy			Dallas	GA	30132		7704452656	4555 Dallas Acworth Hwy			Dallas	GA	30132		000	N	Reportable Program	5	No	N	N	N	No	2	Open	1	Open	1	07MAY2015:15:37:49	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
